SUPPLIER SAMPLE NAME	SERIES	ASP-PROJ CODE-COUNTRY CODE-MMYY-PLATENO	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	ORGANISM_PART	CATCH_ID	ORDER_OR_GROUP	FAMILY	GENUS	SCIENTIFIC_NAME	LIFESTAGE	SEX	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	HABITAT	TIME_OF_COLLECTION	TIME_OF_COLLECTION.1	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	IDENTIFIED_HOW	PRESERVATION_APPROACH	PRESERVATIVE_SOLUTION	TIME_ELAPSED_FROM_COLLECTION_TO_PRESERVATION	DATE_OF_PRESERVATION	HAZARD_GROUP	REGULATORY_COMPLIANCE	VOUCHER_ID	TEMP.(°C)	HUMIDITY_(%)	WIND_DIRECTION	WIND SPEED_(km/h)	GUST SPEED_(km/h) 	RAINFALL_(mm)	SOLAR_RADIATION_(W/m²)	COLLECTED_BY	COLLECTOR_AFFILIATION	IDENTIFIED_BY	IDENTIFIER_AFFILIATION	PRESERVED_BY	PRESERVER_AFFILIATION	DATE_RECEIVED	ARRIVAL_CONDITION	SAMPLE_TYPE	PARTNER_PLATE_ID	MOSQUITO_PLATE_ID	MOSQUITO_WELL_ID	DATE_OF_DNA_EXTRACTION	ETHANOL REMOVED	BUFFER	BUFFER VOL ADDED	SAMPLE_VOLUME	DNA_STOCK_PLATE_BARCODE	DNA_STOCK_WELL_ID	DNA_QUANTIFICATION_METHOD	DNA_STOCK_CONCENTRATION	DNA_DIL_PLATE_BARCODE	DILUTION	VOL_STOCK_DNA	VOL_WATER	TOTAL_DIL_VOL	SCIOPS_PLATE_ID	SCIOPS_STUDY_ID	SCIOPS_PROJECT_ID	PARENT_RT_TICKET_NUMBER	CHILD_RT_TICKET_NUMBER	SCIOPS_MANIFEST_NUMBER	MANIFEST_SENT_TO_SCIOPS	SAMPLES_SUBMITTED_TO_SCIOPS	s_Sample	assigned	res_coarse	res_int	res_fine	n_mosquito_targets	mosquito_reads	mean_mosquito_haps	n_multiallelic	VAE_species	species_call	call_method
DN806236D_E11	565.0	ASP-BUMI-BF-2103-06	PLATE6	E11	WHOLE_ORGANISM	Tube90	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.18-1052	2018-10-15	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-15	HG1	Y	NOT_APPLICABLE	21.867	93.1	67.4	3.64	34.45	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	E11	20210429	Y	C	60.0	20.0	MOZZ00000951A	E11			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_E11	True	Pyretophorus_series	Anopheles_gambiae_complex		58.0	13719.0	1.6206896551724137	2.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806236D_F11	566.0	ASP-BUMI-BF-2103-06	PLATE6	F11	WHOLE_ORGANISM	Tube90	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.18-1052	2018-10-15	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-15	HG1	Y	NOT_APPLICABLE	21.867	93.1	67.4	3.64	34.45	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	F11	20210429	Y	C	60.0	20.0	MOZZ00000951A	F11			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_F11	True	Pyretophorus_series	Anopheles_gambiae_complex		58.0	9576.0	1.5517241379310345	3.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806236D_G11	567.0	ASP-BUMI-BF-2103-06	PLATE6	G11	WHOLE_ORGANISM	Tube90	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.18-1052	2018-10-15	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-15	HG1	Y	NOT_APPLICABLE	21.867	93.1	67.4	3.64	34.45	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	G11	20210429	Y	C	60.0	20.0	MOZZ00000951A	G11			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_G11	True	Pyretophorus_series	Anopheles_gambiae_complex		58.0	6001.0	1.396551724137931	2.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806236D_H11	568.0	ASP-BUMI-BF-2103-06	PLATE6	H11	WHOLE_ORGANISM	Tube90	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.18-1052	2018-10-15	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-15	HG1	Y	NOT_APPLICABLE	21.867	93.1	67.4	3.64	34.45	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	H11	20210429	Y	C	60.0	20.0	MOZZ00000951A	H11			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_H11	True	Pyretophorus_series	Anopheles_gambiae_complex		48.0	1714.0	1.0833333333333333	0.0		Anopheles_gambiae_complex	NN_INTERMEDIATE
DN806236D_A12	569.0	ASP-BUMI-BF-2103-06	PLATE6	A12	WHOLE_ORGANISM	Tube90	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.18-1052	2018-10-15	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-15	HG1	Y	NOT_APPLICABLE	21.867	93.1	67.4	3.64	34.45	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	A12	20210429	Y	C	60.0	20.0	MOZZ00000951A	A12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_A12	True	Pyretophorus_series	Anopheles_gambiae_complex		59.0	8817.0	1.4406779661016949	0.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806236D_B12	570.0	ASP-BUMI-BF-2103-06	PLATE6	B12	WHOLE_ORGANISM	Tube91	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	Y	BF.SK.19-358	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	6:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07	HG1	Y	NOT_APPLICABLE	23.088	93.6	164.3	0	11.77	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	B12	20210429	Y	C	60.0	20.0	MOZZ00000951A	B12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_B12					5.0	74.0	1.0	0.0		TOO_FEW_TARGETS	TOO_FEW_TARGETS
DN806236D_C12	571.0	ASP-BUMI-BF-2103-06	PLATE6	C12	WHOLE_ORGANISM	Tube92	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.19-342	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	6:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07	HG1	Y	NOT_APPLICABLE	23.088	93.6	164.3	0	11.77	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	C12	20210429	Y	C	60.0	20.0	MOZZ00000951A	C12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_C12	True	Pyretophorus_series	Anopheles_gambiae_complex		59.0	17385.0	1.4915254237288136	0.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806236D_D12	572.0	ASP-BUMI-BF-2103-06	PLATE6	D12	WHOLE_ORGANISM	Tube92	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.19-342	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	6:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07	HG1	Y	NOT_APPLICABLE	23.088	93.6	164.3	0	11.77	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	D12	20210429	Y	C	60.0	20.0	MOZZ00000951A	D12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_D12	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	17238.0	1.4333333333333333	0.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806236D_E12	573.0	ASP-BUMI-BF-2103-06	PLATE6	E12	WHOLE_ORGANISM	Tube92	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.19-342	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	6:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07	HG1	Y	NOT_APPLICABLE	23.088	93.6	164.3	0	11.77	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	E12	20210429	Y	C	60.0	20.0	MOZZ00000951A	E12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_E12	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	41660.0	1.5833333333333333	0.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806236D_F12	574.0	ASP-BUMI-BF-2103-06	PLATE6	F12	WHOLE_ORGANISM	Tube92	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.19-342	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	6:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07	HG1	Y	NOT_APPLICABLE	23.088	93.6	164.3	0	11.77	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	F12	20210429	Y	C	60.0	20.0	MOZZ00000951A	F12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_F12	True	Pyretophorus_series	Anopheles_gambiae_complex		62.0	55197.0	1.564516129032258	0.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806236D_G12	575.0	ASP-BUMI-BF-2103-06	PLATE6	G12	WHOLE_ORGANISM	Tube92	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.SK.19-342	2019-08-07	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547	RURAL AREA	6:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 2 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2019-08-07	HG1	Y	NOT_APPLICABLE	23.088	93.6	164.3	0	11.77	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	G12	20210429	Y	C	60.0	20.0	MOZZ00000951A	G12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_G12	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	20461.0	1.5833333333333333	1.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806236D_H12	576.0	ASP-BUMI-BF-2103-06	PLATE6	H12	BLANK_SAMPLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	BLANK_SAMPLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	80%_ETHANOL	NOT_APPLICABLE	NOT_APPLICABLE	HG1	Y	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	20210419.0	good	whole adult	PLATE6	MOZZ00000951A	H12	20210429	Y	C	60.0	20.0	MOZZ00000951A	H12			GDNA00000688A	1:10	2	18	20	DN806236D	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806236D_H12										TOO_FEW_TARGETS	TOO_FEW_TARGETS
